iso2,iso3,country,year,imf_url,press_release_url,status,title,pdf_path,text_path,first_snippet,notes,eba_text_path,eba_snippet,eba_status,summary_path,summary_snippet,summary_status
BW,BWA,Botswana,2025,https://www.google.com/search?q=botswana+article+iv&oq=Botswana+article+iv&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyCAgBEAAYFhgeMg0IAhAAGIYDGIAEGIoFMg0IAxAAGIYDGIAEGIoFMg0IBBAAGIYDGIAEGIoFMgoIBRAAGKIEGIkFMgoIBhAAGIAEGKIEMgoIBxAAGIAEGKIE0gEIMjY5MWowajSoAgCwAgA&sourceid=chrome&ie=UTF-8,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
MZ,MOZ,Mozambique,2025,https://www.imf.org/en/publications/cr/issues/2024/07/12/republic-of-mozambique-2024-article-iv-consultation-fourth-review-under-the-three-year-551839,,pending,,,,,,,,,data\text\MZ\2025_summary.txt,"This paper highlights Republic of Mozambique’s 2024 Article IV Consultation, Fourth Review under the Three-Year Arrangement under the Extended Credit Facility, Requests for Modifications of Quantitative Performance Criteria (QPC), Waiver of Nonobservance of Quantitative Performance Criteria, and Financing Assurances Review. Economic growth is positive but expected to moderate, with tight financial conditions acting as a drag on activity. While inflation pressures have declined, Mozambique faces significant risks, mainly from adverse climate events and the fragile security situation. The authorities’ efforts to ensure fiscal discipline are welcome. Further fiscal consolidation is needed, given Mozambique’s high debt and tight financing conditions. A tight monetary policy stance has helped to contain inflationary pressures and rebuild foreign exchange reserves. With the weak outlook for nonmining growth, well-anchored inflation expectations, and continued fiscal consolidation, a gradual easing of the monetary policy stance is appropriate. Continued capacity development, including in the operation of the Sovereign Wealth Fund, remains essential for strengthening institutional capacity and allowing Mozambique to achieve its development objectives. Measures to build resilience to climate change and accelerate progress on addressing gender-based disparities are also crucial.",summary_extracted
MG,MDG,Madagascar,2025,https://www.imf.org/en/publications/cr/issues/2025/03/21/republic-of-madagascar-staff-report-for-the-2024-article-iv-consultation-first-review-under-562961,,pending,,,,,,,,,data\text\MG\2025_summary.txt,"This paper presents Republic of Madagascar’s 2024 Article IV Consultation, First Review under the Extended Credit Facility (ECF) Arrangement, Request for a Waiver of Nonobservance of Performance Criteria, and Financing Assurances Review, and First Review under the Arrangement under the Resilience and Sustainability Facility (RSF). After stabilizing at 4.2 percent in 2024, the Malagasy economy is expected to rebound to 4.6 percent in 2025. Inflation is projected to gradually decline in 2025. Madagascar’s performance under the ECF and RSF programs has been adequate albeit uneven. The implementation of an automatic fuel price adjustment mechanism will create fiscal space for social spending and investment. Medium-term growth prospects appear favorable, bolstered by the reforms supported by the RSF and the ECF, including government programs aimed at boosting agricultural productivity, increasing access to electricity, and improving road infrastructure. Further building adaptation and resilience to climate shocks as well as mobilizing climate finance should continue to be a key priority. The new decree on environmental and social impact assessments provides a framework to evaluate and select investment projects, which should be applied to new investments, including road projects.",summary_extracted
MW,MWI,Malawi,2025,https://www.imf.org/en/publications/cr/issues/2025/08/06/malawi-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-569391,,pending,,,,,,,,,data\text\MW\2025_summary.txt,"The 2025 Article IV Consultation discusses that Malawi continues to face significant macroeconomic challenges, including external shocks, structurally low growth, persistent inflation, unsustainable fiscal and debt dynamics, and declining Official Development Assistance. Economic activity in 2024 was hindered by lower-than-expected agricultural output and critical foreign exchange shortages, resulting in a decline of real gross domestic product growth to 1.8 percent from 1.9 percent in 2023. Impediments to macroeconomic stability and underlying fiscal dominance are not expected to be addressed. Under an illustrative reform scenario, these impediments to growth are gradually addressed and policy adjustment critical to regaining macroeconomic stability is implemented, resulting in higher growth and lower inflation. Structural reforms to support real growth and attract foreign investment. This includes fully operationalizing Integrated Financial Management and Information System across government agencies, reducing distortions in the economy, adopting a rigorous fiscal regime for mining to ensure new resources are allocated efficiently, eliminating regulatory burdens, implementing safeguard recommendations at the Reserve Bank of Malawi and continuing governance and transparency reforms.",summary_extracted
SL,SLE,Sierra Leone,2025,https://www.imf.org/en/publications/cr/issues/2024/11/22/sierra-leone-2024-article-iv-consultation-and-request-for-a-38-month-arrangement-under-the-558772,,pending,,,,,,,,,data\text\SL\2025_summary.txt,"This paper presents Sierra Leone’s 2024 Article IV Consultation and Request for a 38-Month Arrangement under the Extended Credit Facility (ECF). The ECF-supported program will help Sierra Leone restore stability by bolstering debt sustainability, addressing fiscal dominance, bringing down inflation and rebuilding reserves; support inclusive growth through reforms and targeted social spending; confront corruption, and strengthen governance, institutions, and the rule of law. The new ECF arrangement integrates well with the National Development Plan 2024–30 in addressing these challenges. It aims to tighten fiscal policy by enhancing revenue mobilization, boosting spending efficiency, and strengthening public financial management and debt management. Monetary policy will remain appropriately tight, while maintaining a flexible exchange rate, and strengthening financial sector oversight and regulation, and building a strong financial safety net. The ECF arrangement will also support inclusive growth through targeted social spending and structural reforms, including by promoting gender equality, strengthening customs administration, building a strong social safety net, and bolstering governance, institutions, and the rule of law.",summary_extracted
NE,NER,Niger,2025,https://www.imf.org/en/publications/cr/issues/2025/01/29/niger-2024-article-iv-consultation-sixth-review-under-the-extended-credit-facility-561389,,pending,,,,,,,,,data\text\NE\2025_summary.txt,"This paper presents Niger’s 2024 Article IV consultation, the Sixth Review under the Extended Credit Facility Arrangement, Requests for a Waiver of Nonobservance of Performance Criterion, Modification of Performance Criteria, Second Review under the Resilience and Sustainability Facility Arrangement, and Financing Assurances Review. A robust recovery is expected, with gross domestic product growth estimated at 8.8 percent in 2024, on the back of oil production. For 2025, economic growth should remain strong at 7.9 percent driven by oil exports at full capacity and the expected normalization of supply chains and cross-border trade activities with Benin. Risks of external and overall debt distress in Niger are rated high, although debt remains sustainable over the medium term. Risks to the outlook are skewed to the downside. The implementation of policies to use efficiently the country’s natural resources, expand fiscal space through domestic revenue mobilization and increased spending efficiency, manage fiscal risks and reduce vulnerabilities to shocks, is essential to sustainably address development needs. Moreover, it is critical to strengthen the private sector’s contribution to growth, including by stepping up efforts to enhance the stability and soundness of the financial sector and address debt service arrears.",summary_extracted
BF,BFA,Burkina Faso,2024,https://www.imf.org/en/publications/cr/issues/2024/07/29/burkina-faso-2024-article-iv-consultation-and-first-review-under-the-extended-credit-552750,,pending,,,,,,,,,data\text\BF\2024_summary.txt,"This paper focuses on Burkina Faso’s 2024 Article IV Consultation and First Review under the Extended Credit Facility Arrangement and Financing Assurances Review. Burkina Faso’s performance under the program has been positive. All quantitative performance criteria, all indicative targets but one, and most structural benchmarks for the first review were met; some structural benchmarks were implemented with delay. Burkina Faso faces multiple development challenges, including heightened security conditions, climate change, and food insecurity. The authorities are progressing in their fiscal consolidation efforts, structural reforms and fiscal governance measures, and the creation of fiscal space for priority spending. Growth accelerated in 2023 to 3.6 percent of gross domestic product, supported by a rebound in construction and expansion of the tertiary sector. Inflation significantly decreased, and the fiscal and debt positions improved. Growth is projected at 5.5 percent in 2024 but remains below potential in the medium term, and a lasting recovery is contingent on bringing security under control.",summary_extracted
GA,GAB,Gabon,2025,https://www.imf.org/en/publications/cr/issues/2024/05/31/gabon-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-549681,,pending,,,,,,,,,data\text\GA\2025_summary.txt,"The 2024 Article IV Consultation discusses that Gabon’s post-pandemic recovery held up well in the face of recent shocks. The economy hit a soft patch in 2023, following a series of logistics disruptions, political uncertainty, and high fuel prices for businesses, but it is set to resume its potential growth of around 3 percent this year as shocks dissipate. The transition authorities now face a historic opportunity to pivot toward a more transparent and inclusive model of governance, but overcoming decades of entrenched institutional practice will require sustained reform efforts to achieve a point of no return. Discussions focused on the main challenges facing the transition government: ensuring transparency in the management of public resources, putting the fiscal position on a sustainable footing, and raising potential growth, while making it more inclusive. Fiscal imbalances need to be urgently addressed to reduce liquidity risks and avoid unsustainable debt dynamics, as well as to support the external objectives of the currency union. Addressing transparency and governance gaps is critical for understanding the fiscal position, efficiently managing public resources, and supporting the business climate.",summary_extracted
MT,MLT,Malta,2024,https://www.imf.org/en/publications/cr/issues/2024/06/26/malta-2024-article-iv-consultation-press-release-and-staff-report-551330,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
HK,HKG,Hong Kong SAR,2024,https://www.imf.org/en/publications/cr/issues/2024/09/26/peoples-republic-of-china-hong-kong-special-administrative-region-2024-article-iv-555310,,pending,,,,,Summary heading not found | Summary heading not found,,,,,,summary_missing
LA,LAO,Lao People's Democratic Republic,2023,https://www.imf.org/en/publications/cr/issues/2023/05/22/lao-people-s-democratic-republic-2023-article-iv-consultation-press-release-staff-report-533636,,pending,,,,,,,,,data\text\LA\2023_summary.txt,"This 2023 Article IV Consultation discusses that in Lao People’s Democratic Republic marked exchange rate depreciation following the global terms of trade shocks at the start of 2022 year brought high inflation and deteriorating living standards and caused substantial increases in the domestic currency values of public debt and bank liabilities. The authorities have achieved substantial improvement in the fiscal balance, which will need to continue for an extended period to help restore debt sustainability. Greater reliance on tax revenue mobilization would be better for growth. Persistent expenditure arrears necessitate urgent action on public financial management. Monetary policy should seek to raise retail interest rates through a combination of issuing central bank bonds and raising reserve requirements and the policy rate, to stabilize domestic currency usage and ease pressures on banks. Complementary policies are crucial to facilitate greater private sector employment and growth and boost foreign exchange earnings. Governance should be improved including with greater transparency and consistent implementation of regulations; and tackling corruption concerns remains crucial.",summary_extracted
JO,JOR,Jordan,2022,https://www.imf.org/en/publications/cr/issues/2022/07/13/jordan-2022-article-iv-consultation-and-fourth-review-under-the-extended-arrangement-under-520668,,pending,,,,,,,,,data\text\JO\2022_summary.txt,"This paper discusses Jordan’s 2022 Article IV Consultation and Fourth Review under the Extended Arrangement under the Extended Fund Facility (EFF), Request for Augmentation and Rephasing of Access, and Modification of Performance Criteria. Jordan's EFF program remains firmly on track. The authorities have maintained macroeconomic stability and market access, while protecting the most vulnerable, and implementing key structural reforms, especially in the area of public finances. The IMF remains committed to supporting Jordan, including by augmenting access under the EFF to help address higher financing needs from higher international commodity prices and tightened global financial conditions. Donor support is critical to enable Jordan to cope with these global economic headwinds, while hosting 1.3 million Syrian refugees.",summary_extracted
